URL,Version,Status,OIDs,Name,Title,Description,Used
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8231.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8231",NoKodeverk8231,8231 Type tekstsvar,"Begrunnelse for rekvisisjon/henvisning",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8232.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8232",NoKodeverk8232,8232 Forbehandling,"Forberedelse før undersøkelse",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8234.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8234",NoKodeverk8234,8234 Type tekstsvar i kommentar til rekvisisjon og henvisning,"Type tekstsvar i kommentar til rekvisisjon og henvisning. kodeverket har ikke noen beskrivelse.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8239.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8239",NoKodeverk8239,8239 Forholdsoperatorer i svarrapportering av medisinske tjenester,"Forholdsoperatorer i svarrapportering av medisinske tjeneste",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8243.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8243",NoKodeverk8243,8243 Type tekstsvar i tekstlig resultat i svarrapportering av medisinske tjenester,"Type tekstsvar i tekstlig resultat i svarrapportering av medisinske tjenester",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8244.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8244",NoKodeverk8244,8244 Avviksmarkør i svarrapportering av medisinske tjenester,"Angir svarverdi i forhold til referansegrense",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8245.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8245",NoKodeverk8245,8245 Status for resultat i svarrapportering av medisinske tjenester,"Benyttes for å angi status/steg i arbeidsflyt for en enkelt lab- /røntgenundersøkelse.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8264.codesystem,1.2.0,retired,"2.16.578.1.12.4.1.1.8264",NoKodeverk8264,8264 Tjenestekoder for timereservasjon,"Foreløpig kodeverk basert på tilgjengelige tjenester. Anvendes til booking av time.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8268.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8268",NoKodeverk8268,8268 Type identifikator,"Angir type identifikator for person og virksomhet.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8269.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8269",NoKodeverk8269,8269 Kommentar til svarrapport,"Kodet kommentar til svarrapport",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8271.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8271",NoKodeverk8271,8271 Resistens,"Svarverdier til bruk i resistensbestemmelser (SIR)",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8272.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8272",NoKodeverk8272,8272 Anbefaling om ny undersøkelse,"Anbefaling om ny undersøkelse.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8273.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8273",NoKodeverk8273,8273 Hastegrad,"Anbefalt tidsperspektiv for tiltak.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8274.codesystem,1.2.0,draft,"2.16.578.1.12.4.1.1.8274",NoKodeverk8274,8274 Anbefaling om supplerende undersøkelser,"Om rekvirenten gir tjenesteyter tillatelse til å utføre ytterligere undersøkelser eller andre tiltak basert på resultater og medisinskfaglig skjønn.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8275.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8275",NoKodeverk8275,8275 Cytologisk materiale tatt med,"Cytologisk materiale tatt med.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8327.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8327",NoKodeverk8327,8327 Offisiell personidentifikasjon,"Angir type identifikator for person",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8340.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8340",NoKodeverk8340,8340 Tekstlige resultatverdier for mikrobiologiske svar,"Kodeverk for tekstlig resultatverdier til bruk i svar av mikrobiologiske laboratorieundersøkelser.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8351.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8351",NoKodeverk8351,8351 Prøvemateriale,"Kodeverk for prøvemateriale til bruk i rekvisisjon og svar av laboratorieundersøkelser.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8406.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8406",NoKodeverk8406,8406 Omsorgsnivå,"Dette kodeverket inneholder koder for avvikling.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8432.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8432",NoKodeverk8432,8432 Kontakttype,"Dette kodeverket inneholder koder som katogoriserer type kontakter. Gjelder for polikliniske konsultasjoner og dagbehandlinger etc.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8445.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8445",NoKodeverk8445,8445 Ventetid sluttkode,"Dette kodeverket inneholder koder for avvikling.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8446.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8446",NoKodeverk8446,8446 Utsettelseskode,"Dette kodeverket inneholder koder som beskriver grunner for utsettelse.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8624.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.8624",NoKodeverk8624,8624 Organisatorisk betegnelse,"Hvilken type enheten er, hva enheten kalles lokalt. Valg av term har ingen betydning for bestemmelse av nivå eller hierarkisk plassering. Betydningen av slike ord varierer mye fra organisasjon til organisasjon.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-8628.codesystem,1.2.0,retired,"2.16.578.1.12.4.1.1.8628",NoKodeverk8628,8628 Organisatorisk nivå,"Kodeverket er ikke lengre nødvendig i OK 2007. Så lenge applikasjonen RESH krever kode for dette vil det fortsatt være en del av OK 2007.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-9033.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.9033",NoKodeverk9033,9033 Slektskap mv. til pasient,"Dette kodeverket inneholder koder som benyttes for å angi hvilket slektskap eller annet forhold , det er mellom pasienten og den pårørende.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-9060.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.9060",NoKodeverk9060,9060 Kategori helsepersonell,"Kodeverket inneholder koder som benyttes for å kategorisere helsepersonell med autorisasjon etter Helsepersonelloven § 48, og dyrehelsepersonell med autorisasjon etter Dyrehelsepersonelloven § 4.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-9505.codesystem,1.2.0,retired,"2.16.578.1.12.4.1.1.9505",NoKodeverk9505,9505 Alderstrinn,"Dette kodeverket inneholder koder som benyttes for å identifisere de faste alderstrinn (intervall) som er relevante i forbindelse med arbeidet på helsestasjoner og i skolehelsetjenesten.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-9603.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.9603",NoKodeverk9603,9603 Sperring og nekting av dokumenter,"Kodeverket benyttes for å angi sperring og nekting av dokumenter. Opprettet for bruk i HIS 1169:2016 IHE XDS metadata inntil en nasjonal løsning for tilgangsstyring/håndtering av sperring er etablert.",
http://helsenorge.no/fhir/CodeSystem/no-kodeverk-ICD-10.codesystem,1.2.0,active,"2.16.578.1.12.4.1.1.7110",NoKodeverkICD10,ICD-10,"Klassifikasjon av sykdommer og beslektede helseproblemer.",
